# Exported by snowmicropyn 1.1.0 (git hash 810911e91ee489585bd69acfc72637e7a61b7dc0)
distance [mm],force [N]
61.6446,0.0914
61.6488,0.0940
61.6529,0.0900
61.6570,0.0900
61.6612,0.0927
61.6653,0.0900
61.6694,0.0874
61.6736,0.0874
61.6777,0.0861
61.6818,0.0861
61.6859,0.0874
61.6901,0.0900
61.6942,0.0914
61.6983,0.0940
61.7025,0.0887
61.7066,0.0900
61.7107,0.0940
61.7149,0.0900
61.7190,0.0914
61.7231,0.0914
61.7273,0.0940
61.7314,0.0874
61.7355,0.0887
61.7397,0.0927
61.7438,0.0927
61.7479,0.0874
61.7521,0.0874
61.7562,0.0953
61.7603,0.0927
61.7645,0.0861
61.7686,0.0914
61.7727,0.0940
61.7769,0.0914
61.7810,0.0874
61.7851,0.0900
61.7893,0.0900
61.7934,0.0914
61.7975,0.0914
61.8017,0.0887
61.8058,0.0914
61.8099,0.0900
61.8140,0.0914
61.8182,0.0940
61.8223,0.0914
61.8264,0.0927
61.8306,0.0914
61.8347,0.0927
61.8388,0.0887
61.8430,0.0887
61.8471,0.0900
61.8512,0.0900
61.8554,0.0900
61.8595,0.0914
61.8636,0.0914
61.8678,0.0953
61.8719,0.0914
61.8760,0.0900
61.8802,0.0927
61.8843,0.0914
61.8884,0.0914
61.8926,0.0887
61.8967,0.0927
61.9008,0.0953
61.9050,0.0887
61.9091,0.0900
61.9132,0.0914
61.9174,0.0940
61.9215,0.0914
61.9256,0.0887
61.9297,0.0914
61.9339,0.0900
61.9380,0.0914
61.9421,0.0900
61.9463,0.0900
61.9504,0.0874
61.9545,0.0900
61.9587,0.0874
61.9628,0.0874
61.9669,0.0927
61.9711,0.0940
61.9752,0.0900
61.9793,0.0900
61.9835,0.0953
61.9876,0.0940
61.9917,0.0900
61.9959,0.0887
62.0000,0.0953
62.0041,0.0900
62.0083,0.0900
62.0124,0.0887
62.0165,0.0914
62.0207,0.0900
62.0248,0.0887
62.0289,0.0900
62.0331,0.0940
62.0372,0.0914
62.0413,0.0900
62.0455,0.0940
62.0496,0.0927
62.0537,0.0940
62.0578,0.0900
62.0620,0.0900
62.0661,0.0900
62.0702,0.0914
62.0744,0.0900
62.0785,0.0914
62.0826,0.0900
62.0868,0.0861
62.0909,0.0900
62.0950,0.0887
62.0992,0.0861
62.1033,0.0900
62.1074,0.0914
62.1116,0.0900
62.1157,0.0887
62.1198,0.0900
62.1240,0.0900
62.1281,0.0874
62.1322,0.0887
62.1364,0.0887
62.1405,0.0927
62.1446,0.0927
62.1488,0.0914
62.1529,0.0927
62.1570,0.0940
62.1612,0.0914
62.1653,0.0900
62.1694,0.0927
62.1736,0.0914
62.1777,0.0900
62.1818,0.0914
62.1859,0.0900
62.1901,0.0900
62.1942,0.0927
62.1983,0.0900
62.2025,0.0900
62.2066,0.0927
62.2107,0.0914
62.2149,0.0900
62.2190,0.0927
62.2231,0.0887
62.2273,0.0927
62.2314,0.0874
62.2355,0.0900
62.2397,0.0900
62.2438,0.0914
62.2479,0.0900
62.2521,0.0914
62.2562,0.0900
62.2603,0.0900
62.2645,0.0900
62.2686,0.0914
62.2727,0.0874
62.2769,0.0887
62.2810,0.0887
62.2851,0.0887
62.2893,0.0887
62.2934,0.0887
62.2975,0.0887
62.3017,0.0914
62.3058,0.0874
62.3099,0.0900
62.3140,0.0940
62.3182,0.0940
62.3223,0.0900
62.3264,0.0927
62.3306,0.0927
62.3347,0.0914
62.3388,0.0887
62.3430,0.0874
62.3471,0.0900
62.3512,0.0900
62.3554,0.0900
62.3595,0.0900
62.3636,0.0914
62.3678,0.0914
62.3719,0.0914
62.3760,0.0900
62.3802,0.0927
62.3843,0.0927
62.3884,0.0914
62.3926,0.0914
62.3967,0.0914
62.4008,0.0927
62.4050,0.0900
62.4091,0.0900
62.4132,0.0887
62.4174,0.0927
62.4215,0.0914
62.4256,0.0900
62.4297,0.0900
62.4339,0.0861
62.4380,0.0900
62.4421,0.0874
62.4463,0.0847
62.4504,0.0847
62.4545,0.0900
62.4587,0.0887
62.4628,0.0874
62.4669,0.0887
62.4711,0.0914
62.4752,0.0927
62.4793,0.0900
62.4835,0.0900
62.4876,0.0927
62.4917,0.0927
62.4959,0.0900
62.5000,0.0887
62.5041,0.0914
62.5083,0.0927
62.5124,0.0900
62.5165,0.0861
62.5207,0.0914
62.5248,0.0927
62.5289,0.0887
62.5331,0.0914
62.5372,0.0900
62.5413,0.0940
62.5455,0.0914
62.5496,0.0900
62.5537,0.0927
62.5578,0.0953
62.5620,0.0927
62.5661,0.0914
62.5702,0.0914
62.5744,0.0914
62.5785,0.0914
62.5826,0.0927
62.5868,0.0900
62.5909,0.0940
62.5950,0.0953
62.5992,0.0914
62.6033,0.0887
62.6074,0.0927
62.6116,0.0927
62.6157,0.0874
62.6198,0.0874
62.6240,0.0887
62.6281,0.0900
62.6322,0.0900
62.6364,0.0887
62.6405,0.0887
62.6446,0.0927
62.6488,0.0914
62.6529,0.0900
62.6570,0.0927
62.6612,0.0927
62.6653,0.0900
62.6694,0.0927
62.6736,0.0914
62.6777,0.0887
62.6818,0.0900
62.6859,0.0887
62.6901,0.0861
62.6942,0.0887
62.6983,0.0914
62.7025,0.0900
62.7066,0.0900
62.7107,0.0914
62.7149,0.0927
62.7190,0.0940
62.7231,0.0887
62.7273,0.0900
62.7314,0.0927
62.7355,0.0914
62.7397,0.0900
62.7438,0.0914
62.7479,0.0927
62.7521,0.0900
62.7562,0.0927
62.7603,0.0914
62.7645,0.0914
62.7686,0.0887
62.7727,0.0940
62.7769,0.0874
62.7810,0.0900
62.7851,0.0887
62.7893,0.0887
62.7934,0.0887
62.7975,0.0887
62.8017,0.0887
62.8058,0.0900
62.8099,0.0900
62.8140,0.0927
62.8182,0.0914
62.8223,0.0940
62.8264,0.0927
62.8306,0.0914
62.8347,0.0927
62.8388,0.0914
62.8430,0.0900
62.8471,0.0900
62.8512,0.0887
62.8554,0.0900
62.8595,0.0887
62.8636,0.0887
62.8678,0.0887
62.8719,0.0927
62.8760,0.0914
62.8802,0.0887
62.8843,0.0887
62.8884,0.0940
62.8926,0.0914
62.8967,0.0900
62.9008,0.0900
62.9050,0.0927
62.9091,0.0900
62.9132,0.0900
62.9174,0.0900
62.9215,0.0927
62.9256,0.0887
62.9297,0.0874
62.9339,0.0900
62.9380,0.0900
62.9421,0.0887
62.9463,0.0914
62.9504,0.0900
62.9545,0.0900
62.9587,0.0900
62.9628,0.0887
62.9669,0.0900
62.9711,0.0887
62.9752,0.0887
62.9793,0.0940
62.9835,0.0914
62.9876,0.0900
62.9917,0.0940
62.9959,0.0900
63.0000,0.0887
63.0041,0.0900
63.0083,0.0927
63.0124,0.0914
63.0165,0.0927
63.0207,0.0900
63.0248,0.0914
63.0289,0.0900
63.0331,0.0900
63.0372,0.0887
63.0413,0.0887
63.0455,0.0927
63.0496,0.0900
63.0537,0.0900
63.0578,0.0900
63.0620,0.0927
63.0661,0.0914
63.0702,0.0887
63.0744,0.0900
63.0785,0.0914
63.0826,0.0900
63.0868,0.0914
63.0909,0.0900
63.0950,0.0900
63.0992,0.0900
63.1033,0.0900
63.1074,0.0900
63.1116,0.0887
63.1157,0.0914
63.1198,0.0874
63.1240,0.0887
63.1281,0.0861
63.1322,0.0900
63.1364,0.0887
63.1405,0.0927
63.1446,0.0900
63.1488,0.0940
63.1529,0.0967
63.1570,0.0953
63.1612,0.0914
63.1653,0.0914
63.1694,0.0900
63.1736,0.0887
63.1777,0.0874
63.1818,0.0900
63.1859,0.0887
63.1901,0.0914
63.1942,0.0874
63.1983,0.0887
63.2025,0.0927
63.2066,0.0914
63.2107,0.0887
63.2149,0.0900
63.2190,0.0927
63.2231,0.0927
63.2273,0.0900
63.2314,0.0900
63.2355,0.0914
63.2397,0.0940
63.2438,0.0887
63.2479,0.0874
63.2521,0.0900
63.2562,0.0927
63.2603,0.0900
63.2645,0.0887
63.2686,0.0900
63.2727,0.0887
63.2769,0.0887
63.2810,0.0861
63.2851,0.0861
63.2893,0.0914
63.2934,0.0900
63.2975,0.0874
63.3017,0.0874
63.3058,0.0940
63.3099,0.0927
63.3140,0.0900
63.3182,0.0914
63.3223,0.0940
63.3264,0.0927
63.3306,0.0914
63.3347,0.0874
63.3388,0.0900
63.3430,0.0900
63.3471,0.0900
63.3512,0.0874
63.3554,0.0887
63.3595,0.0914
63.3636,0.0900
63.3678,0.0927
63.3719,0.0940
63.3760,0.0914
63.3802,0.0927
63.3843,0.0900
63.3884,0.0900
63.3926,0.0914
63.3967,0.0914
63.4008,0.0887
63.4050,0.0900
63.4091,0.0900
63.4132,0.0900
63.4174,0.0900
63.4215,0.0914
63.4256,0.0900
63.4297,0.0914
63.4339,0.0927
63.4380,0.0914
63.4421,0.0914
63.4463,0.0940
63.4504,0.0914
63.4545,0.0861
63.4587,0.0900
63.4628,0.0953
63.4669,0.0900
63.4711,0.0874
63.4752,0.0927
63.4793,0.0940
63.4835,0.0900
63.4876,0.0900
63.4917,0.0940
63.4959,0.0914
63.5000,0.0914
63.5041,0.0927
63.5083,0.0940
63.5124,0.0887
63.5165,0.0900
63.5207,0.0887
63.5248,0.0887
63.5289,0.0900
63.5331,0.0900
63.5372,0.0900
63.5413,0.0914
63.5455,0.0914
63.5496,0.0953
63.5537,0.0900
63.5578,0.0900
63.5620,0.0900
63.5661,0.0940
63.5702,0.0900
63.5744,0.0900
63.5785,0.0914
63.5826,0.0900
63.5868,0.0914
63.5909,0.0874
63.5950,0.0861
63.5992,0.0927
63.6033,0.0900
63.6074,0.0874
63.6116,0.0887
63.6157,0.0900
63.6198,0.0900
63.6240,0.0874
63.6281,0.0900
63.6322,0.0914
63.6364,0.0900
63.6405,0.0887
63.6446,0.0940
63.6488,0.0900
63.6529,0.0927
63.6570,0.0914
63.6612,0.0887
63.6653,0.0900
63.6694,0.0927
63.6736,0.0900
63.6777,0.0887
63.6818,0.0900
63.6859,0.0914
63.6901,0.0900
63.6942,0.0900
63.6983,0.0861
63.7025,0.0900
63.7066,0.0914
63.7107,0.0927
63.7149,0.0900
63.7190,0.0900
63.7231,0.0953
63.7273,0.0900
63.7314,0.0887
63.7355,0.0900
63.7397,0.0914
63.7438,0.0900
63.7479,0.0900
63.7521,0.0914
63.7562,0.0887
63.7603,0.0914
63.7645,0.0900
63.7686,0.0900
63.7727,0.0887
63.7769,0.0914
63.7810,0.0914
63.7851,0.0900
63.7893,0.0874
63.7934,0.0900
63.7975,0.0900
63.8017,0.0887
63.8058,0.0887
63.8099,0.0914
63.8140,0.0927
63.8182,0.0914
63.8223,0.0900
63.8264,0.0927
63.8306,0.0953
63.8347,0.0914
63.8388,0.0914
63.8430,0.0940
63.8471,0.0927
63.8512,0.0914
63.8554,0.0900
63.8595,0.0900
63.8636,0.0927
63.8678,0.0900
63.8719,0.0887
63.8760,0.0900
63.8802,0.0940
63.8843,0.0900
63.8884,0.0900
63.8926,0.0927
63.8967,0.0927
63.9008,0.0900
63.9050,0.0900
63.9091,0.0900
63.9132,0.0900
63.9174,0.0914
63.9215,0.0900
63.9256,0.0900
63.9297,0.0900
63.9339,0.0900
63.9380,0.0927
63.9421,0.0887
63.9463,0.0927
63.9504,0.0887
63.9545,0.0900
63.9587,0.0900
63.9628,0.0900
63.9669,0.0927
63.9711,0.0900
63.9752,0.0887
63.9793,0.0887
63.9835,0.0940
63.9876,0.0927
63.9917,0.0900
63.9959,0.0914
64.0000,0.0927
64.0041,0.0927
64.0083,0.0900
64.0124,0.0887
64.0165,0.0914
64.0207,0.0900
64.0248,0.0914
64.0289,0.0887
64.0331,0.0900
64.0372,0.0900
64.0413,0.0900
64.0455,0.0940
64.0496,0.0900
64.0537,0.0927
64.0578,0.0927
64.0620,0.0927
64.0661,0.0927
64.0702,0.0940
64.0744,0.0927
64.0785,0.0887
64.0826,0.0900
64.0868,0.0927
64.0909,0.0900
64.0950,0.0900
64.0992,0.0887
64.1033,0.0900
64.1074,0.0861
64.1116,0.0887
64.1157,0.0887
64.1198,0.0887
64.1240,0.0887
64.1281,0.0900
64.1322,0.0900
64.1364,0.0900
64.1405,0.0927
64.1446,0.0900
64.1488,0.0900
64.1529,0.0900
64.1570,0.0927
64.1612,0.0940
64.1653,0.0914
64.1694,0.0900
64.1736,0.0914
64.1777,0.0914
64.1818,0.0914
64.1859,0.0887
64.1901,0.0900
64.1942,0.0940
64.1983,0.0900
64.2025,0.0900
64.2066,0.0900
64.2107,0.0927
64.2149,0.0900
64.2190,0.0927
64.2231,0.0900
64.2273,0.0953
64.2314,0.0940
64.2355,0.0914
64.2397,0.0927
64.2438,0.0900
64.2479,0.0927
64.2521,0.0900
64.2562,0.0900
64.2603,0.0927
64.2645,0.0914
64.2686,0.0900
64.2727,0.0900
64.2769,0.0887
64.2810,0.0887
64.2851,0.0887
64.2893,0.0887
64.2934,0.0887
64.2975,0.0914
64.3017,0.0900
64.3058,0.0900
64.3099,0.0914
64.3140,0.0914
64.3182,0.0914
64.3223,0.0900
64.3264,0.0914
64.3306,0.0940
64.3347,0.0940
64.3388,0.0900
64.3430,0.0900
64.3471,0.0900
64.3512,0.0900
64.3554,0.0874
64.3595,0.0874
64.3636,0.0887
64.3678,0.0900
64.3719,0.0900
64.3760,0.0900
64.3802,0.0900
64.3843,0.0940
64.3884,0.0927
64.3926,0.0887
64.3967,0.0900
64.4008,0.0953
64.4050,0.0927
64.4091,0.0900
64.4132,0.0927
64.4174,0.0900
64.4215,0.0914
64.4256,0.0914
64.4297,0.0887
64.4339,0.0900
64.4380,0.0940
64.4421,0.0887
64.4463,0.0874
64.4504,0.0887
64.4545,0.0900
64.4587,0.0900
64.4628,0.0900
64.4669,0.0887
64.4711,0.0914
64.4752,0.0914
64.4793,0.0914
64.4835,0.0900
64.4876,0.0914
64.4917,0.0940
64.4959,0.0927
64.5000,0.0874
64.5041,0.0914
64.5083,0.0940
64.5124,0.0914
64.5165,0.0887
64.5207,0.0914
64.5248,0.0900
64.5289,0.0940
64.5331,0.0900
64.5372,0.0900
64.5413,0.0940
64.5455,0.0927
64.5496,0.0900
64.5537,0.0900
64.5578,0.0914
64.5620,0.0914
64.5661,0.0900
64.5702,0.0887
64.5744,0.0900
64.5785,0.0940
64.5826,0.0914
64.5868,0.0887
64.5909,0.0900
64.5950,0.0914
64.5992,0.0914
64.6033,0.0887
64.6074,0.0914
64.6116,0.0914
64.6157,0.0900
64.6198,0.0874
64.6240,0.0887
64.6281,0.0874
64.6322,0.0900
64.6364,0.0861
64.6405,0.0874
64.6446,0.0927
64.6488,0.0914
64.6529,0.0914
64.6570,0.0900
64.6612,0.0914
64.6653,0.0927
64.6694,0.0914
64.6736,0.0900
64.6777,0.0887
64.6818,0.0953
64.6859,0.0914
64.6901,0.0887
64.6942,0.0887
64.6983,0.0900
64.7025,0.0900
64.7066,0.0887
64.7107,0.0900
64.7149,0.0900
64.7190,0.0940
64.7231,0.0914
64.7273,0.0914
64.7314,0.0927
64.7355,0.0940
64.7397,0.0887
64.7438,0.0914
64.7479,0.0927
64.7521,0.0900
64.7562,0.0900
64.7603,0.0914
64.7645,0.0900
64.7686,0.0887
64.7727,0.0914
64.7769,0.0900
64.7810,0.0834
64.7851,0.0940
64.7893,0.0900
64.7934,0.0887
64.7975,0.0900
64.8017,0.0914
64.8058,0.0861
64.8099,0.0927
64.8140,0.0914
64.8182,0.0887
64.8223,0.0927
64.8264,0.0927
64.8306,0.0887
64.8347,0.0914
64.8388,0.0927
64.8430,0.0900
64.8471,0.0874
64.8512,0.0900
64.8554,0.0927
64.8595,0.0887
64.8636,0.0887
64.8678,0.0900
64.8719,0.0914
64.8760,0.0900
64.8802,0.0887
64.8843,0.0914
64.8884,0.0940
64.8926,0.0914
64.8967,0.0914
64.9008,0.0927
64.9050,0.0900
64.9091,0.0900
64.9132,0.0914
64.9174,0.0887
64.9215,0.0900
64.9256,0.0900
64.9297,0.0900
64.9339,0.0887
64.9380,0.0914
64.9421,0.0900
64.9463,0.0900
64.9504,0.0861
64.9545,0.0887
64.9587,0.0887
64.9628,0.0914
64.9669,0.0914
64.9711,0.0874
64.9752,0.0914
64.9793,0.0914
64.9835,0.0900
64.9876,0.0914
64.9917,0.0940
64.9959,0.0940
65.0000,0.0953
65.0041,0.0940
65.0083,0.0900
65.0124,0.0927
65.0165,0.0927
65.0207,0.0914
65.0248,0.0887
65.0289,0.0914
65.0331,0.0940
65.0372,0.0900
65.0413,0.0914
65.0455,0.0927
65.0496,0.0927
65.0537,0.0927
65.0578,0.0874
65.0620,0.0927
65.0661,0.0953
65.0702,0.0927
65.0744,0.0900
65.0785,0.0887
65.0826,0.0940
65.0868,0.0940
65.0909,0.0887
65.0950,0.0887
65.0992,0.0940
65.1033,0.0914
65.1074,0.0874
65.1116,0.0887
65.1157,0.0927
65.1198,0.0887
65.1240,0.0874
65.1281,0.0847
65.1322,0.0887
65.1364,0.0914
65.1405,0.0887
65.1446,0.0887
65.1488,0.0914
65.1529,0.0914
65.1570,0.0914
65.1612,0.0927
65.1653,0.0914
65.1694,0.0940
65.1736,0.0940
65.1777,0.0900
65.1818,0.0874
65.1859,0.0914
65.1901,0.0914
65.1942,0.0887
65.1983,0.0874
65.2025,0.0914
65.2066,0.0940
65.2107,0.0900
65.2149,0.0887
65.2190,0.0927
65.2231,0.0953
65.2273,0.0940
65.2314,0.0887
65.2355,0.0940
65.2397,0.0967
65.2438,0.0914
65.2479,0.0887
65.2521,0.0927
65.2562,0.0900
65.2603,0.0914
65.2645,0.0861
65.2686,0.0914
65.2727,0.0927
65.2769,0.0900
65.2810,0.0887
65.2851,0.0900
65.2893,0.0927
65.2934,0.0914
65.2975,0.0874
65.3017,0.0900
65.3058,0.0914
65.3099,0.0887
65.3140,0.0900
65.3182,0.0900
65.3223,0.0887
65.3264,0.0927
65.3306,0.0914
65.3347,0.0900
65.3388,0.0927
65.3430,0.0953
65.3471,0.0914
65.3512,0.0874
65.3554,0.0927
65.3595,0.0940
65.3636,0.0900
65.3678,0.0874
65.3719,0.0874
65.3760,0.0927
65.3802,0.0914
65.3843,0.0874
65.3884,0.0887
65.3926,0.0940
65.3967,0.0953
65.4008,0.0874
65.4050,0.0900
65.4091,0.0914
65.4132,0.0900
65.4174,0.0927
65.4215,0.0900
65.4256,0.0914
65.4297,0.0940
65.4339,0.0900
65.4380,0.0900
65.4421,0.0900
65.4463,0.0927
65.4504,0.0887
65.4545,0.0887
65.4587,0.0914
65.4628,0.0914
65.4669,0.0861
65.4711,0.0874
65.4752,0.0900
65.4793,0.0887
65.4835,0.0900
65.4876,0.0874
65.4917,0.0900
65.4959,0.0940
65.5000,0.0914
65.5041,0.0861
65.5083,0.0927
65.5124,0.0953
65.5165,0.0927
65.5207,0.0874
65.5248,0.0900
65.5289,0.0927
65.5331,0.0940
65.5372,0.0861
65.5413,0.0900
65.5455,0.0927
65.5496,0.0914
65.5537,0.0874
65.5578,0.0900
65.5620,0.0940
65.5661,0.0927
65.5702,0.0900
65.5744,0.0887
65.5785,0.0940
65.5826,0.0927
65.5868,0.0900
65.5909,0.0914
65.5950,0.0914
65.5992,0.0900
65.6033,0.0874
65.6074,0.0900
65.6116,0.0887
65.6157,0.0900
65.6198,0.0874
65.6240,0.0874
65.6281,0.0900
65.6322,0.0914
65.6364,0.0900
65.6405,0.0900
65.6446,0.0874
65.6488,0.0900
65.6529,0.0914
65.6570,0.0900
65.6612,0.0900
65.6653,0.0927
65.6694,0.0914
65.6736,0.0900
65.6777,0.0887
65.6818,0.0914
65.6859,0.0900
65.6901,0.0900
65.6942,0.0887
65.6983,0.0927
65.7025,0.0914
65.7066,0.0900
65.7107,0.0900
65.7149,0.0940
65.7190,0.0887
65.7231,0.0900
65.7273,0.0900
65.7314,0.0914
65.7355,0.0900
65.7397,0.0900
65.7438,0.0900
65.7479,0.0900
65.7521,0.0900
65.7562,0.0900
65.7603,0.0900
65.7645,0.0914
65.7686,0.0900
65.7727,0.0914
65.7769,0.0887
65.7810,0.0900
65.7851,0.0887
65.7893,0.0887
65.7934,0.0887
65.7975,0.0900
65.8017,0.0900
65.8058,0.0900
65.8099,0.0887
65.8140,0.0927
65.8182,0.0940
65.8223,0.0900
65.8264,0.0914
65.8306,0.0940
65.8347,0.0953
65.8388,0.0914
65.8430,0.0887
65.8471,0.0927
65.8512,0.0914
65.8554,0.0887
65.8595,0.0874
65.8636,0.0914
65.8678,0.0900
65.8719,0.0900
65.8760,0.0900
65.8802,0.0914
65.8843,0.0940
65.8884,0.0927
65.8926,0.0887
65.8967,0.0900
65.9008,0.0940
65.9050,0.0927
65.9091,0.0900
65.9132,0.0900
65.9174,0.0940
65.9215,0.0927
65.9256,0.0874
65.9297,0.0900
65.9339,0.0940
65.9380,0.0914
65.9421,0.0874
65.9463,0.0874
65.9504,0.0927
65.9545,0.0914
65.9587,0.0847
65.9628,0.0887
65.9669,0.0914
65.9711,0.0900
65.9752,0.0900
65.9793,0.0914
65.9835,0.0914
65.9876,0.0900
65.9917,0.0980
65.9959,0.0821
66.0000,0.0967
66.0041,0.0967
66.0083,0.0874
66.0124,0.0927
66.0165,0.0900
66.0207,0.0940
66.0248,0.0874
66.0289,0.0861
66.0331,0.0927
66.0372,0.0900
66.0413,0.0900
66.0455,0.0887
66.0496,0.0900
66.0537,0.0967
66.0578,0.0914
66.0620,0.0887
66.0661,0.0927
66.0702,0.0953
66.0744,0.0900
66.0785,0.0900
66.0826,0.0940
66.0868,0.0927
66.0909,0.0874
66.0950,0.0900
66.0992,0.0887
66.1033,0.0900
66.1074,0.0914
66.1116,0.0874
66.1157,0.0887
66.1198,0.0900
66.1240,0.0874
66.1281,0.0887
66.1322,0.0900
66.1364,0.0914
66.1405,0.0874
66.1446,0.0927
66.1488,0.0900
66.1529,0.0900
66.1570,0.0900
66.1612,0.0967
66.1653,0.0900
66.1694,0.0900
66.1736,0.0914
66.1777,0.0927
66.1818,0.0900
66.1859,0.0914
66.1901,0.0887
66.1942,0.0900
66.1983,0.0900
66.2025,0.0887
66.2066,0.0874
66.2107,0.0927
66.2149,0.0900
66.2190,0.0914
66.2231,0.0900
66.2273,0.0940
66.2314,0.0927
66.2355,0.0914
66.2397,0.0900
66.2438,0.0914
66.2479,0.0914
66.2521,0.0914
66.2562,0.0900
66.2603,0.0887
66.2645,0.0900
66.2686,0.0914
66.2727,0.0900
66.2769,0.0887
66.2810,0.0914
66.2851,0.0900
66.2893,0.0900
66.2934,0.0900
66.2975,0.0874
66.3017,0.0900
66.3058,0.0874
66.3099,0.0874
66.3140,0.0927
66.3182,0.0953
66.3223,0.0900
66.3264,0.0900
66.3306,0.0927
66.3347,0.0953
66.3388,0.0940
66.3430,0.0900
66.3471,0.0887
66.3512,0.0953
66.3554,0.0914
66.3595,0.0887
66.3636,0.0914
66.3678,0.0900
66.3719,0.0887
66.3760,0.0900
66.3802,0.0887
66.3843,0.0914
66.3884,0.0953
66.3926,0.0900
66.3967,0.0914
66.4008,0.0927
66.4050,0.0940
66.4091,0.0900
66.4132,0.0887
66.4174,0.0887
66.4215,0.0927
66.4256,0.0900
66.4297,0.0900
66.4339,0.0887
66.4380,0.0940
66.4421,0.0887
66.4463,0.0861
66.4504,0.0887
66.4545,0.0927
66.4587,0.0900
66.4628,0.0887
66.4669,0.0874
66.4711,0.0874
66.4752,0.0887
66.4793,0.0900
66.4835,0.0887
66.4876,0.0927
66.4917,0.0927
66.4959,0.0914
66.5000,0.0900
66.5041,0.0887
66.5083,0.0914
66.5124,0.0900
66.5165,0.0861
66.5207,0.0887
66.5248,0.0927
66.5289,0.0900
66.5331,0.0874
66.5372,0.0914
66.5413,0.0927
66.5455,0.0927
66.5496,0.0861
66.5537,0.0914
66.5578,0.0940
66.5620,0.0914
66.5661,0.0900
66.5702,0.0914
66.5744,0.0914
66.5785,0.0914
66.5826,0.0914
66.5868,0.0900
66.5909,0.0914
66.5950,0.0927
66.5992,0.0887
66.6033,0.0914
66.6074,0.0900
66.6116,0.0914
66.6157,0.0900
66.6198,0.0887
66.6240,0.0887
66.6281,0.0927
66.6322,0.0887
66.6364,0.0887
66.6405,0.0887
66.6446,0.0940
66.6488,0.0887
66.6529,0.0927
66.6570,0.0914
66.6612,0.0914
66.6653,0.0940
66.6694,0.0927
66.6736,0.0927
66.6777,0.0940
66.6818,0.0914
66.6859,0.0900
66.6901,0.0887
66.6942,0.0914
66.6983,0.0887
66.7025,0.0900
66.7066,0.0887
66.7107,0.0900
66.7149,0.0900
66.7190,0.0914
66.7231,0.0914
66.7273,0.0914
66.7314,0.0914
66.7355,0.0940
66.7397,0.0940
66.7438,0.0927
66.7479,0.0887
66.7521,0.0940
66.7562,0.0900
66.7603,0.0887
66.7645,0.0900
66.7686,0.0900
66.7727,0.0914
66.7769,0.0887
66.7810,0.0887
66.7851,0.0900
66.7893,0.0914
66.7934,0.0874
66.7975,0.0874
66.8017,0.0914
66.8058,0.0927
66.8099,0.0914
66.8140,0.0900
66.8182,0.0900
66.8223,0.0927
66.8264,0.0900
66.8306,0.0900
66.8347,0.0914
66.8388,0.0927
66.8430,0.0914
66.8471,0.0914
66.8512,0.0914
66.8554,0.0914
66.8595,0.0914
66.8636,0.0887
66.8678,0.0887
66.8719,0.0900
66.8760,0.0927
66.8802,0.0927
66.8843,0.0914
66.8884,0.0927
66.8926,0.0914
66.8967,0.0914
66.9008,0.0914
66.9050,0.0927
66.9091,0.0914
66.9132,0.0914
66.9174,0.0914
66.9215,0.0900
66.9256,0.0927
66.9297,0.0900
66.9339,0.0874
66.9380,0.0900
66.9421,0.0900
66.9463,0.0900
66.9504,0.0914
66.9545,0.0914
66.9587,0.0900
66.9628,0.0861
66.9669,0.0914
66.9711,0.0887
66.9752,0.0914
66.9793,0.0887
66.9835,0.0900
66.9876,0.0887
66.9917,0.0914
66.9959,0.0927
67.0000,0.0900
67.0041,0.0900
67.0083,0.0927
67.0124,0.0900
67.0165,0.0874
67.0207,0.0900
67.0248,0.0927
67.0289,0.0900
67.0331,0.0900
67.0372,0.0887
67.0413,0.0900
67.0455,0.0927
67.0496,0.0900
67.0537,0.0900
67.0578,0.0900
67.0620,0.0900
67.0661,0.0900
67.0702,0.0927
67.0744,0.0900
67.0785,0.0900
67.0826,0.0940
67.0868,0.0900
67.0909,0.0927
67.0950,0.0914
67.0992,0.0927
67.1033,0.0887
67.1074,0.0887
67.1116,0.0900
67.1157,0.0914
67.1198,0.0900
67.1240,0.0887
67.1281,0.0887
67.1322,0.0927
67.1364,0.0900
67.1405,0.0900
67.1446,0.0887
67.1488,0.0900
67.1529,0.0914
67.1570,0.0914
67.1612,0.0887
67.1653,0.0914
67.1694,0.0914
67.1736,0.0914
67.1777,0.0914
67.1818,0.0900
67.1859,0.0914
67.1901,0.0914
67.1942,0.0900
67.1983,0.0887
67.2025,0.0900
67.2066,0.0847
67.2107,0.0900
67.2149,0.0900
67.2190,0.0900
67.2231,0.0914
67.2273,0.0914
67.2314,0.0927
67.2355,0.0874
67.2397,0.0874
67.2438,0.0940
67.2479,0.0874
67.2521,0.0914
67.2562,0.0874
67.2603,0.0927
67.2645,0.0900
67.2686,0.0887
67.2727,0.0914
67.2769,0.0940
67.2810,0.0914
67.2851,0.0900
67.2893,0.0914
67.2934,0.0927
67.2975,0.0887
67.3017,0.0887
67.3058,0.0887
67.3099,0.0887
67.3140,0.0874
67.3182,0.0874
67.3223,0.0914
67.3264,0.0927
67.3306,0.0914
67.3347,0.0927
67.3388,0.0927
67.3430,0.0927
67.3471,0.0940
67.3512,0.0900
67.3554,0.0887
67.3595,0.0900
67.3636,0.0914
67.3678,0.0900
67.3719,0.0887
67.3760,0.0887
67.3802,0.0927
67.3843,0.0914
67.3884,0.0900
67.3926,0.0914
67.3967,0.0927
